NAME,DP03_0061PE,DP03_0061PM,DP03_0062E,DP03_0062M,state_fips,county_fips,county_subdivision_fips,municipality_base,county,municipality_type,municipality,pct_200k_plus,pct_200k_plus_moe,median_income,median_income_moe,median_income_low,median_income_high,state_rank
"East Rockhill township, Bucks County, Pennsylvania",25.1,7.4,134492.0,16048.0,42,017,21760,East Rockhill,Bucks County,Township,East Rockhill,25.1,7.4,134492.0,16048.0,118444.0,150540.0,138
"Salford township, Montgomery County, Pennsylvania",25.0,5.1,125658.0,8414.0,42,091,67528,Salford,Montgomery County,Township,Salford,25.0,5.1,125658.0,8414.0,117244.0,134072.0,140
"West Brunswick township, Schuylkill County, Pennsylvania",24.8,13.3,119167.0,24128.0,42,107,82632,West Brunswick,Schuylkill County,Township,West Brunswick,24.8,13.3,119167.0,24128.0,95039.0,143295.0,141
"East Coventry township, Chester County, Pennsylvania",24.8,6.3,120798.0,35694.0,42,029,21008,East Coventry,Chester County,Township,East Coventry,24.8,6.3,120798.0,35694.0,85104.0,156492.0,141
"Upper Macungie township, Lehigh County, Pennsylvania",24.7,3.6,120798.0,6280.0,42,077,79104,Upper Macungie,Lehigh County,Township,Upper Macungie,24.7,3.6,120798.0,6280.0,114518.0,127078.0,143
"Cheltenham township, Montgomery County, Pennsylvania",24.6,2.7,109022.0,6616.0,42,091,12968,Cheltenham,Montgomery County,Township,Cheltenham,24.6,2.7,109022.0,6616.0,102406.0,115638.0,144
"Seven Fields borough, Butler County, Pennsylvania",24.5,7.6,114000.0,23615.0,42,019,69309,Seven Fields,Butler County,Borough,Seven Fields,24.5,7.6,114000.0,23615.0,90385.0,137615.0,145
"Limerick township, Montgomery County, Pennsylvania",24.5,4.2,121061.0,18624.0,42,091,43312,Limerick,Montgomery County,Township,Limerick,24.5,4.2,121061.0,18624.0,102437.0,139685.0,145
"West Brandywine township, Chester County, Pennsylvania",24.4,5.4,112545.0,27197.0,42,029,82576,West Brandywine,Chester County,Township,West Brandywine,24.4,5.4,112545.0,27197.0,85348.0,139742.0,147
"Bryn Athyn borough, Montgomery County, Pennsylvania",24.0,8.0,143125.0,26509.0,42,091,09696,Bryn Athyn,Montgomery County,Borough,Bryn Athyn,24.0,8.0,143125.0,26509.0,116616.0,169634.0,148
"Hopewell township, York County, Pennsylvania",23.9,11.1,122179.0,31954.0,42,133,35704,Hopewell,York County,Township,Hopewell,23.9,11.1,122179.0,31954.0,90225.0,154133.0,149
"Friendsville borough, Susquehanna County, Pennsylvania",23.9,14.6,85000.0,45594.0,42,115,27968,Friendsville,Susquehanna County,Borough,Friendsville,23.9,14.6,85000.0,45594.0,39406.0,130594.0,149
"Lancaster township, Butler County, Pennsylvania",23.7,7.4,99432.0,15491.0,42,019,41208,Lancaster,Butler County,Township,Lancaster,23.7,7.4,99432.0,15491.0,83941.0,114923.0,151
"Freedom township, Adams County, Pennsylvania",23.7,7.9,120000.0,22527.0,42,001,27704,Freedom,Adams County,Township,Freedom,23.7,7.9,120000.0,22527.0,97473.0,142527.0,151
"East Fallowfield township, Chester County, Pennsylvania",23.7,6.1,116947.0,31714.0,42,029,21104,East Fallowfield,Chester County,Township,East Fallowfield,23.7,6.1,116947.0,31714.0,85233.0,148661.0,151
"Moon township, Allegheny County, Pennsylvania",23.6,3.7,113170.0,12585.0,42,003,50784,Moon,Allegheny County,Township,Moon,23.6,3.7,113170.0,12585.0,100585.0,125755.0,154
"East Nottingham township, Chester County, Pennsylvania",23.6,6.2,129750.0,20180.0,42,029,21624,East Nottingham,Chester County,Township,East Nottingham,23.6,6.2,129750.0,20180.0,109570.0,149930.0,154
"Bushkill township, Northampton County, Pennsylvania",23.4,4.2,120522.0,7831.0,42,095,10400,Bushkill,Northampton County,Township,Bushkill,23.4,4.2,120522.0,7831.0,112691.0,128353.0,156
"Freemansburg borough, Northampton County, Pennsylvania",23.4,18.6,88750.0,22976.0,42,095,27760,Freemansburg,Northampton County,Borough,Freemansburg,23.4,18.6,88750.0,22976.0,65774.0,111726.0,156
"Nuangola borough, Luzerne County, Pennsylvania",23.4,8.7,90278.0,9422.0,42,079,55752,Nuangola,Luzerne County,Borough,Nuangola,23.4,8.7,90278.0,9422.0,80856.0,99700.0,156
"Williams township, Northampton County, Pennsylvania",23.3,8.2,116250.0,19960.0,42,095,85256,Williams,Northampton County,Township,Williams,23.3,8.2,116250.0,19960.0,96290.0,136210.0,159
"South Hanover township, Dauphin County, Pennsylvania",23.2,6.2,117585.0,15553.0,42,043,72200,South Hanover,Dauphin County,Township,South Hanover,23.2,6.2,117585.0,15553.0,102032.0,133138.0,160
"Conshohocken borough, Montgomery County, Pennsylvania",23.1,6.5,122721.0,19868.0,42,091,15848,Conshohocken,Montgomery County,Borough,Conshohocken,23.1,6.5,122721.0,19868.0,102853.0,142589.0,161
"Upper Gwynedd township, Montgomery County, Pennsylvania",22.9,3.3,114902.0,10429.0,42,091,79056,Upper Gwynedd,Montgomery County,Township,Upper Gwynedd,22.9,3.3,114902.0,10429.0,104473.0,125331.0,162
"Franconia township, Montgomery County, Pennsylvania",22.9,5.3,111426.0,23796.0,42,091,27280,Franconia,Montgomery County,Township,Franconia,22.9,5.3,111426.0,23796.0,87630.0,135222.0,162
"Weisenberg township, Lehigh County, Pennsylvania",22.8,5.7,134083.0,18248.0,42,077,82064,Weisenberg,Lehigh County,Township,Weisenberg,22.8,5.7,134083.0,18248.0,115835.0,152331.0,164
"Plymouth township, Montgomery County, Pennsylvania",22.8,3.1,119006.0,8314.0,42,091,61664,Plymouth,Montgomery County,Township,Plymouth,22.8,3.1,119006.0,8314.0,110692.0,127320.0,164
"Cranberry township, Butler County, Pennsylvania",22.7,2.7,125126.0,7875.0,42,019,16920,Cranberry,Butler County,Township,Cranberry,22.7,2.7,125126.0,7875.0,117251.0,133001.0,166
"East Hanover township, Dauphin County, Pennsylvania",22.7,11.4,99922.0,22955.0,42,043,21208,East Hanover,Dauphin County,Township,East Hanover,22.7,11.4,99922.0,22955.0,76967.0,122877.0,166
"Clarks Green borough, Lackawanna County, Pennsylvania",22.5,6.2,113850.0,15796.0,42,069,13864,Clarks Green,Lackawanna County,Borough,Clarks Green,22.5,6.2,113850.0,15796.0,98054.0,129646.0,168
"Wyomissing borough, Berks County, Pennsylvania",22.4,5.4,93203.0,25470.0,42,011,86880,Wyomissing,Berks County,Borough,Wyomissing,22.4,5.4,93203.0,25470.0,67733.0,118673.0,169
"Earl township, Berks County, Pennsylvania",22.4,8.4,100398.0,38754.0,42,011,20680,Earl,Berks County,Township,Earl,22.4,8.4,100398.0,38754.0,61644.0,139152.0,169
"East Finley township, Washington County, Pennsylvania",22.3,12.3,78333.0,16289.0,42,125,21144,East Finley,Washington County,Township,East Finley,22.3,12.3,78333.0,16289.0,62044.0,94622.0,171
"Upper Nazareth township, Northampton County, Pennsylvania",22.2,6.5,121969.0,12768.0,42,095,79192,Upper Nazareth,Northampton County,Township,Upper Nazareth,22.2,6.5,121969.0,12768.0,109201.0,134737.0,172
"Ben Avon borough, Allegheny County, Pennsylvania",22.2,4.8,102869.0,12290.0,42,003,05504,Ben Avon,Allegheny County,Borough,Ben Avon,22.2,4.8,102869.0,12290.0,90579.0,115159.0,172
"Hatfield township, Montgomery County, Pennsylvania",22.2,3.2,97993.0,5813.0,42,091,33120,Hatfield,Montgomery County,Township,Hatfield Township,22.2,3.2,97993.0,5813.0,92180.0,103806.0,172
"Jackson township, Butler County, Pennsylvania",22.1,7.7,119741.0,21949.0,42,019,37344,Jackson,Butler County,Township,Jackson,22.1,7.7,119741.0,21949.0,97792.0,141690.0,175
"Lower Oxford township, Chester County, Pennsylvania",22.0,8.2,109875.0,19685.0,42,029,45040,Lower Oxford,Chester County,Township,Lower Oxford,22.0,8.2,109875.0,19685.0,90190.0,129560.0,176
"East Goshen township, Chester County, Pennsylvania",21.9,3.3,106866.0,17382.0,42,029,21192,East Goshen,Chester County,Township,East Goshen,21.9,3.3,106866.0,17382.0,89484.0,124248.0,177
"Hampden township, Cumberland County, Pennsylvania",21.9,2.9,105434.0,4767.0,42,041,32296,Hampden,Cumberland County,Township,Hampden,21.9,2.9,105434.0,4767.0,100667.0,110201.0,177
"South Fayette township, Allegheny County, Pennsylvania",21.7,3.3,124112.0,8322.0,42,003,72160,South Fayette,Allegheny County,Township,South Fayette,21.7,3.3,124112.0,8322.0,115790.0,132434.0,179
"Jackson township, Luzerne County, Pennsylvania",21.7,6.1,122344.0,25103.0,42,079,37400,Jackson,Luzerne County,Township,Jackson,21.7,6.1,122344.0,25103.0,97241.0,147447.0,179
"Nottingham township, Washington County, Pennsylvania",21.7,12.1,123594.0,17084.0,42,125,55712,Nottingham,Washington County,Township,Nottingham,21.7,12.1,123594.0,17084.0,106510.0,140678.0,179
"Upper Southampton township, Bucks County, Pennsylvania",21.6,3.9,105444.0,11060.0,42,017,79296,Upper Southampton,Bucks County,Township,Upper Southampton,21.6,3.9,105444.0,11060.0,94384.0,116504.0,182
"Dickinson township, Cumberland County, Pennsylvania",21.5,11.4,104716.0,35291.0,42,041,19144,Dickinson,Cumberland County,Township,Dickinson,21.5,11.4,104716.0,35291.0,69425.0,140007.0,183
"Buffalo township, Butler County, Pennsylvania",21.5,4.7,99635.0,20466.0,42,019,10000,Buffalo,Butler County,Township,Buffalo,21.5,4.7,99635.0,20466.0,79169.0,120101.0,183
"Germany township, Adams County, Pennsylvania",21.4,7.9,102656.0,13549.0,42,001,28936,Germany,Adams County,Township,Germany,21.4,7.9,102656.0,13549.0,89107.0,116205.0,185
"McCandless township, Allegheny County, Pennsylvania",21.4,2.5,110858.0,7973.0,42,003,45900,McCandless,Allegheny County,Township,McCandless,21.4,2.5,110858.0,7973.0,102885.0,118831.0,185
"North Whitehall township, Lehigh County, Pennsylvania",21.3,4.2,110361.0,10477.0,42,077,55576,North Whitehall,Lehigh County,Township,North Whitehall,21.3,4.2,110361.0,10477.0,99884.0,120838.0,187
"New Freedom borough, York County, Pennsylvania",21.2,8.9,120037.0,20868.0,42,133,53568,New Freedom,York County,Borough,New Freedom,21.2,8.9,120037.0,20868.0,99169.0,140905.0,188
"Towamencin township, Montgomery County, Pennsylvania",21.1,3.4,100396.0,11957.0,42,091,77152,Towamencin,Montgomery County,Township,Towamencin,21.1,3.4,100396.0,11957.0,88439.0,112353.0,189
"Upper Merion township, Montgomery County, Pennsylvania",21.0,1.9,121985.0,5754.0,42,091,79136,Upper Merion,Montgomery County,Township,Upper Merion,21.0,1.9,121985.0,5754.0,116231.0,127739.0,190
"South Abington township, Lackawanna County, Pennsylvania",21.0,3.7,113615.0,13974.0,42,069,71872,South Abington,Lackawanna County,Township,South Abington,21.0,3.7,113615.0,13974.0,99641.0,127589.0,190
"Amity township, Berks County, Pennsylvania",20.8,4.8,118296.0,10954.0,42,011,02328,Amity,Berks County,Township,Amity,20.8,4.8,118296.0,10954.0,107342.0,129250.0,192
"Lower Nazareth township, Northampton County, Pennsylvania",20.8,5.5,125995.0,17981.0,42,095,45024,Lower Nazareth,Northampton County,Township,Lower Nazareth,20.8,5.5,125995.0,17981.0,108014.0,143976.0,192
"Mahoning township, Montour County, Pennsylvania",20.8,6.6,86008.0,16337.0,42,093,46656,Mahoning,Montour County,Township,Mahoning,20.8,6.6,86008.0,16337.0,69671.0,102345.0,192
"Salisbury township, Lehigh County, Pennsylvania",20.8,5.5,101299.0,8362.0,42,077,67576,Salisbury,Lehigh County,Township,Salisbury,20.8,5.5,101299.0,8362.0,92937.0,109661.0,192
"Westmont borough, Cambria County, Pennsylvania",20.7,7.0,108988.0,21455.0,42,021,83584,Westmont,Cambria County,Borough,Westmont,20.7,7.0,108988.0,21455.0,87533.0,130443.0,196
"Manheim township, Lancaster County, Pennsylvania",20.7,2.2,102134.0,5802.0,42,071,46896,Manheim,Lancaster County,Township,Manheim Township,20.7,2.2,102134.0,5802.0,96332.0,107936.0,196
"North Hopewell township, York County, Pennsylvania",20.7,8.0,109342.0,14843.0,42,133,55112,North Hopewell,York County,Township,North Hopewell,20.7,8.0,109342.0,14843.0,94499.0,124185.0,196
"Caernarvon township, Berks County, Pennsylvania",20.7,6.0,107639.0,21191.0,42,011,10696,Caernarvon,Berks County,Township,Caernarvon,20.7,6.0,107639.0,21191.0,86448.0,128830.0,196
"Blooming Valley borough, Crawford County, Pennsylvania",20.7,18.3,63750.0,18507.0,42,039,07120,Blooming Valley,Crawford County,Borough,Blooming Valley,20.7,18.3,63750.0,18507.0,45243.0,82257.0,196
"Chester Heights borough, Delaware County, Pennsylvania",20.7,6.2,104009.0,23315.0,42,045,13232,Chester Heights,Delaware County,Borough,Chester Heights,20.7,6.2,104009.0,23315.0,80694.0,127324.0,196
"Bethlehem township, Northampton County, Pennsylvania",20.6,3.3,119050.0,12775.0,42,095,06096,Bethlehem,Northampton County,Township,Bethlehem Township,20.6,3.3,119050.0,12775.0,106275.0,131825.0,202
"Middlesex township, Butler County, Pennsylvania",20.5,6.7,114036.0,3293.0,42,019,49056,Middlesex,Butler County,Township,Middlesex,20.5,6.7,114036.0,3293.0,110743.0,117329.0,203
"Upper Pottsgrove township, Montgomery County, Pennsylvania",20.4,7.1,121566.0,12741.0,42,091,79240,Upper Pottsgrove,Montgomery County,Township,Upper Pottsgrove,20.4,7.1,121566.0,12741.0,108825.0,134307.0,204
"Collier township, Allegheny County, Pennsylvania",20.3,4.1,101824.0,13887.0,42,003,15216,Collier,Allegheny County,Township,Collier,20.3,4.1,101824.0,13887.0,87937.0,115711.0,205
"Spring Garden township, York County, Pennsylvania",20.2,4.2,102686.0,9675.0,42,133,73168,Spring Garden,York County,Township,Spring Garden,20.2,4.2,102686.0,9675.0,93011.0,112361.0,206
"Monroe township, Snyder County, Pennsylvania",20.2,6.9,90417.0,18362.0,42,109,50488,Monroe,Snyder County,Township,Monroe,20.2,6.9,90417.0,18362.0,72055.0,108779.0,206
"South Heidelberg township, Berks County, Pennsylvania",20.0,4.9,110615.0,13525.0,42,011,72208,South Heidelberg,Berks County,Township,South Heidelberg,20.0,4.9,110615.0,13525.0,97090.0,124140.0,208
"Lowhill township, Lehigh County, Pennsylvania",20.0,5.8,144167.0,22801.0,42,077,45168,Lowhill,Lehigh County,Township,Lowhill,20.0,5.8,144167.0,22801.0,121366.0,166968.0,208
"Rice township, Luzerne County, Pennsylvania",19.9,5.8,110511.0,16648.0,42,079,64424,Rice,Luzerne County,Township,Rice,19.9,5.8,110511.0,16648.0,93863.0,127159.0,210
"Burlington township, Bradford County, Pennsylvania",19.9,6.4,93250.0,25360.0,42,015,10248,Burlington,Bradford County,Township,Burlington Township,19.9,6.4,93250.0,25360.0,67890.0,118610.0,210
"Springfield township, Bucks County, Pennsylvania",19.9,7.0,122538.0,50129.0,42,017,73016,Springfield,Bucks County,Township,Springfield,19.9,7.0,122538.0,50129.0,72409.0,172667.0,210
"Middletown township, Bucks County, Pennsylvania",19.8,2.7,114449.0,5138.0,42,017,49120,Middletown,Bucks County,Township,Middletown,19.8,2.7,114449.0,5138.0,109311.0,119587.0,213
"Silver Spring township, Cumberland County, Pennsylvania",19.8,3.3,125102.0,4837.0,42,041,70792,Silver Spring,Cumberland County,Township,Silver Spring,19.8,3.3,125102.0,4837.0,120265.0,129939.0,213
"Warwick township, Chester County, Pennsylvania",19.8,6.0,104875.0,18602.0,42,029,81160,Warwick,Chester County,Township,Warwick,19.8,6.0,104875.0,18602.0,86273.0,123477.0,213
"Caernarvon township, Lancaster County, Pennsylvania",19.7,9.5,118519.0,16849.0,42,071,10704,Caernarvon,Lancaster County,Township,Caernarvon,19.7,9.5,118519.0,16849.0,101670.0,135368.0,216
"Highland township, Adams County, Pennsylvania",19.7,7.8,108958.0,15921.0,42,001,34424,Highland,Adams County,Township,Highland,19.7,7.8,108958.0,15921.0,93037.0,124879.0,216
"Moscow borough, Lackawanna County, Pennsylvania",19.6,6.9,82031.0,10507.0,42,069,51208,Moscow,Lackawanna County,Borough,Moscow,19.6,6.9,82031.0,10507.0,71524.0,92538.0,218
"Bridgeton township, Bucks County, Pennsylvania",19.6,9.8,82292.0,22703.0,42,017,08592,Bridgeton,Bucks County,Township,Bridgeton,19.6,9.8,82292.0,22703.0,59589.0,104995.0,218
"Doylestown borough, Bucks County, Pennsylvania",19.6,5.1,99322.0,8976.0,42,017,19784,Doylestown,Bucks County,Borough,Doylestown Borough,19.6,5.1,99322.0,8976.0,90346.0,108298.0,218
"Upper Milford township, Lehigh County, Pennsylvania",19.5,3.9,110139.0,22800.0,42,077,79160,Upper Milford,Lehigh County,Township,Upper Milford,19.5,3.9,110139.0,22800.0,87339.0,132939.0,221
"Brecknock township, Berks County, Pennsylvania",19.5,5.3,129432.0,24877.0,42,011,08344,Brecknock,Berks County,Township,Brecknock,19.5,5.3,129432.0,24877.0,104555.0,154309.0,221
"Tatamy borough, Northampton County, Pennsylvania",19.5,6.5,122188.0,16886.0,42,095,76144,Tatamy,Northampton County,Borough,Tatamy,19.5,6.5,122188.0,16886.0,105302.0,139074.0,221
"Summit township, Potter County, Pennsylvania",19.4,10.6,48750.0,37342.0,42,105,75224,Summit,Potter County,Township,Summit,19.4,10.6,48750.0,37342.0,11408.0,86092.0,224
"Wright township, Luzerne County, Pennsylvania",19.4,7.6,124000.0,25122.0,42,079,86584,Wright,Luzerne County,Township,Wright,19.4,7.6,124000.0,25122.0,98878.0,149122.0,224
"West Hemlock township, Montour County, Pennsylvania",19.4,10.7,118750.0,41429.0,42,093,83144,West Hemlock,Montour County,Township,West Hemlock,19.4,10.7,118750.0,41429.0,77321.0,160179.0,224
"Shrewsbury township, York County, Pennsylvania",19.4,5.6,117399.0,13998.0,42,133,70576,Shrewsbury,York County,Township,Shrewsbury Township,19.4,5.6,117399.0,13998.0,103401.0,131397.0,224
"Douglass township, Montgomery County, Pennsylvania",19.3,4.4,118333.0,19366.0,42,091,19672,Douglass,Montgomery County,Township,Douglass,19.3,4.4,118333.0,19366.0,98967.0,137699.0,228
"Derry township, Dauphin County, Pennsylvania",19.2,2.9,97025.0,9346.0,42,043,18936,Derry,Dauphin County,Township,Derry,19.2,2.9,97025.0,9346.0,87679.0,106371.0,229
"Valley township, Montour County, Pennsylvania",19.2,5.7,114596.0,12257.0,42,093,79552,Valley,Montour County,Township,Valley,19.2,5.7,114596.0,12257.0,102339.0,126853.0,229
"Palmer township, Northampton County, Pennsylvania",19.2,3.1,116014.0,13371.0,42,095,57672,Palmer,Northampton County,Township,Palmer,19.2,3.1,116014.0,13371.0,102643.0,129385.0,229
"Oley township, Berks County, Pennsylvania",19.1,11.5,90750.0,13219.0,42,011,56672,Oley,Berks County,Township,Oley,19.1,11.5,90750.0,13219.0,77531.0,103969.0,232
"Ontelaunee township, Berks County, Pennsylvania",19.1,7.8,111154.0,16781.0,42,011,56856,Ontelaunee,Berks County,Township,Ontelaunee,19.1,7.8,111154.0,16781.0,94373.0,127935.0,232
"Camp Hill borough, Cumberland County, Pennsylvania",19.1,5.6,115761.0,10154.0,42,041,11000,Camp Hill,Cumberland County,Borough,Camp Hill,19.1,5.6,115761.0,10154.0,105607.0,125915.0,232
"Forks township, Northampton County, Pennsylvania",19.0,4.6,110190.0,10022.0,42,095,26728,Forks,Northampton County,Township,Forks,19.0,4.6,110190.0,10022.0,100168.0,120212.0,235
"West Sadsbury township, Chester County, Pennsylvania",19.0,8.1,94293.0,21960.0,42,029,83968,West Sadsbury,Chester County,Township,West Sadsbury,19.0,8.1,94293.0,21960.0,72333.0,116253.0,235
"Stockertown borough, Northampton County, Pennsylvania",19.0,7.1,109167.0,24853.0,42,095,74232,Stockertown,Northampton County,Borough,Stockertown,19.0,7.1,109167.0,24853.0,84314.0,134020.0,235
"North Strabane township, Washington County, Pennsylvania",18.8,4.2,103084.0,6106.0,42,125,55432,North Strabane,Washington County,Township,North Strabane,18.8,4.2,103084.0,6106.0,96978.0,109190.0,238
"Lower Swatara township, Dauphin County, Pennsylvania",18.8,7.8,87163.0,10270.0,42,043,45120,Lower Swatara,Dauphin County,Township,Lower Swatara,18.8,7.8,87163.0,10270.0,76893.0,97433.0,238
"Indian Lake borough, Somerset County, Pennsylvania",18.8,6.0,83750.0,34435.0,42,111,36888,Indian Lake,Somerset County,Borough,Indian Lake,18.8,6.0,83750.0,34435.0,49315.0,118185.0,238
"Mount Joy township, Adams County, Pennsylvania",18.7,7.0,93917.0,17087.0,42,001,51640,Mount Joy,Adams County,Township,Mount Joy,18.7,7.0,93917.0,17087.0,76830.0,111004.0,241
"Warwick township, Lancaster County, Pennsylvania",18.7,3.5,104013.0,13689.0,42,071,81168,Warwick,Lancaster County,Township,Warwick,18.7,3.5,104013.0,13689.0,90324.0,117702.0,241
